,neighborhood,rent,beds,baths
7293,"Greenwich Village, Downtown Manhattan, Manhattan",3300,0,1.0
7294,"Hell's Kitchen, Midtown Manhattan, Manhattan",6000,2,2.0
7295,"Crown Heights, Central Brooklyn, Brooklyn",2700,2,1.0
7296,"Financial District, Downtown Manhattan, Manhattan",3479,1,1.0
7297,"Battery Park City, Downtown Manhattan, Manhattan",3831,1,1.0
7298,"Williamsburg, Northern Brooklyn, Brooklyn",5160,2,2.0
7299,"Gramercy Park, Midtown Manhattan, Manhattan",5360,3,3.0
7300,"Bedford-Stuyvesant, Northern Brooklyn, Brooklyn",1800,1,1.0
7301,"Upper East Side, Upper Manhattan, Manhattan",5000,2,2.0
7302,"East Village, Downtown Manhattan, Manhattan",3500,2,2.0
7303,"East Village, Downtown Manhattan, Manhattan",3500,2,2.0
7304,"Rose Hill, Kips Bay, Midtown Manhattan, Manhattan",2355,1,1.0
7305,"Hell's Kitchen, Midtown Manhattan, Manhattan",2475,1,1.0
7306,"Midtown East, Midtown Manhattan, Manhattan",2325,0,1.0
7307,"Hell's Kitchen, Midtown Manhattan, Manhattan",3208,0,1.0
7308,"Hell's Kitchen, Midtown Manhattan, Manhattan",6300,2,2.0
7309,"Upper West Side, Upper Manhattan, Manhattan",6725,3,2.0
7310,"Murray Hill, Midtown Manhattan, Manhattan",3550,1,1.0
7311,"Bushwick, Northern Brooklyn, Brooklyn",1599,0,1.0
7312,"Inwood, Upper Manhattan, Manhattan",2200,2,1.0
7313,"East Williamsburg, Williamsburg, Northern Brooklyn, Brooklyn",3900,3,2.0
7314,"Financial District, Downtown Manhattan, Manhattan",3479,1,1.0
7315,"Financial District, Downtown Manhattan, Manhattan",3479,0,1.0
7316,"NoMad, Midtown Manhattan, Manhattan",6930,1,1.0
7317,"Bedford-Stuyvesant, Northern Brooklyn, Brooklyn",2650,2,1.0
7318,"Bedford-Stuyvesant, Northern Brooklyn, Brooklyn",4499,3,2.0
7319,"Chelsea, Midtown Manhattan, Manhattan",2400,0,1.0
7320,"Alphabet City, East Village, Downtown Manhattan, Manhattan",3600,1,1.0
7321,"Manhattan Valley, Upper West Side, Upper Manhattan, Manhattan",2650,2,1.0
7322,"Kips Bay, Midtown Manhattan, Manhattan",3600,1,1.0
7323,"Alphabet City, East Village, Downtown Manhattan, Manhattan",2383,0,1.0
7324,"Downtown Brooklyn, Northwestern Brooklyn, Brooklyn",2670,0,1.0
7325,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",1900,0,1.0
7326,"Rose Hill, Kips Bay, Midtown Manhattan, Manhattan",2195,0,1.0
7327,"Rose Hill, Kips Bay, Midtown Manhattan, Manhattan",2395,1,1.0
7328,"Central Harlem, Upper Manhattan, Manhattan",1750,0,1.0
7329,"Flatiron District, Midtown Manhattan, Manhattan",4800,1,1.0
7330,"Hell's Kitchen, Midtown Manhattan, Manhattan",2170,0,1.0
7331,"Hell's Kitchen, Midtown Manhattan, Manhattan",2225,0,1.0
7332,"Upper West Side, Upper Manhattan, Manhattan",3350,1,1.0
7333,"Upper East Side, Upper Manhattan, Manhattan",2850,2,1.0
7334,"Bushwick, Northern Brooklyn, Brooklyn",2350,2,1.0
7335,"East Harlem, Upper Manhattan, Manhattan",2300,2,1.0
7336,"Bushwick, Northern Brooklyn, Brooklyn",2999,3,1.0
7337,"West Village, Downtown Manhattan, Manhattan",7975,1,2.0
7338,"Chelsea, Midtown Manhattan, Manhattan",7640,2,2.0
7339,"Theater District, Midtown Manhattan, Manhattan",6354,2,2.0
7340,"Astoria, Northwestern Queens, Queens",2450,1,1.0
7341,"Alphabet City, East Village, Downtown Manhattan, Manhattan",3000,2,1.0
7342,"Rose Hill, Kips Bay, Midtown Manhattan, Manhattan",2775,0,1.0
7343,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",3185,1,1.0
7344,"Central Harlem, Upper Manhattan, Manhattan",1650,0,1.0
7345,"Theater District, Midtown Manhattan, Manhattan",4740,1,2.0
7346,"Turtle Bay, Midtown East, Midtown Manhattan, Manhattan",3500,1,1.0
7347,"Bushwick, Northern Brooklyn, Brooklyn",2700,2,2.0
7348,"Upper East Side, Upper Manhattan, Manhattan",1995,1,1.0
7349,"Greenwich Village, Downtown Manhattan, Manhattan",6700,2,1.0
7350,"Upper East Side, Upper Manhattan, Manhattan",3900,1,1.0
7351,"Theater District, Midtown Manhattan, Manhattan",6450,2,2.0
7352,"Financial District, Downtown Manhattan, Manhattan",4725,2,1.0
7353,"NoLita, Downtown Manhattan, Manhattan",4995,2,2.0
7354,"Murray Hill, Midtown Manhattan, Manhattan",7500,3,2.0
7355,"Upper East Side, Upper Manhattan, Manhattan",3900,1,1.0
7356,"Tribeca, Downtown Manhattan, Manhattan",6395,2,2.0
7357,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",2835,2,1.0
7358,"Hunters Point, Long Island City, Northwestern Queens, Queens",3800,1,1.0
7359,"Bedford-Stuyvesant, Northern Brooklyn, Brooklyn",3275,2,1.0
7360,"Lower East Side, Downtown Manhattan, Manhattan",2450,1,1.0
7361,"Upper West Side, Upper Manhattan, Manhattan",3250,1,1.0
7362,"Kips Bay, Midtown Manhattan, Manhattan",2850,1,1.0
7363,"Financial District, Downtown Manhattan, Manhattan",3831,1,1.0
7364,"Hell's Kitchen, Midtown Manhattan, Manhattan",6900,2,2.0
7365,"Murray Hill, Midtown Manhattan, Manhattan",10026,3,2.0
7366,"Upper East Side, Upper Manhattan, Manhattan",8300,2,2.0
7367,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",5020,1,1.0
7368,"Hell's Kitchen, Midtown Manhattan, Manhattan",2495,1,1.0
7369,"Financial District, Downtown Manhattan, Manhattan",7385,2,2.0
7370,"Hell's Kitchen, Midtown Manhattan, Manhattan",4354,1,1.0
7371,"Upper East Side, Upper Manhattan, Manhattan",2950,1,1.0
7372,"Hell's Kitchen, Midtown Manhattan, Manhattan",5985,2,2.0
7373,"West Village, Downtown Manhattan, Manhattan",6000,1,1.0
7374,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",3495,2,1.0
7375,"Upper West Side, Upper Manhattan, Manhattan",6500,2,2.0
7376,"East Village, Downtown Manhattan, Manhattan",6495,3,2.0
7377,"Hunters Point, Long Island City, Northwestern Queens, Queens",4104,2,1.0
7378,"Gramercy Park, Midtown Manhattan, Manhattan",4395,1,1.0
7379,"Financial District, Downtown Manhattan, Manhattan",5035,1,1.0
7380,"Financial District, Downtown Manhattan, Manhattan",6695,2,2.0
7381,"Theater District, Midtown Manhattan, Manhattan",3500,1,1.0
7382,"Theater District, Midtown Manhattan, Manhattan",3500,1,1.0
7383,"Upper East Side, Upper Manhattan, Manhattan",4025,3,1.0
7384,"Central Harlem, Upper Manhattan, Manhattan",2150,2,1.0
7385,"Greenwich Village, Downtown Manhattan, Manhattan",5400,2,1.0
7386,"Battery Park City, Downtown Manhattan, Manhattan",7495,2,2.0
7387,"Theater District, Midtown Manhattan, Manhattan",3456,1,1.0
7388,"Upper East Side, Upper Manhattan, Manhattan",3000,1,1.0
7389,"Bushwick, Northern Brooklyn, Brooklyn",2750,2,1.0
7390,"Sutton Place, Midtown East, Midtown Manhattan, Manhattan",2700,1,1.0
7391,"Alphabet City, East Village, Downtown Manhattan, Manhattan",2049,1,1.0
7392,"Battery Park City, Downtown Manhattan, Manhattan",4769,2,2.0
7393,"Long Island City, Northwestern Queens, Queens",4700,2,2.0
7394,"Turtle Bay, Midtown East, Midtown Manhattan, Manhattan",4250,2,2.0
7395,"Chelsea, Midtown Manhattan, Manhattan",4681,1,1.0
7396,"Central Harlem, Upper Manhattan, Manhattan",2595,2,1.0
7397,"Central Harlem, Upper Manhattan, Manhattan",2195,1,1.0
7398,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",2000,0,1.0
7399,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",2600,0,1.0
7400,"Crown Heights, Central Brooklyn, Brooklyn",3350,2,1.0
7401,"East Harlem, Upper Manhattan, Manhattan",2295,1,1.0
7402,"Crown Heights, Central Brooklyn, Brooklyn",1850,1,1.0
7403,"West Village, Downtown Manhattan, Manhattan",5295,2,1.0
7404,"Upper East Side, Upper Manhattan, Manhattan",2635,2,1.0
7405,"East Harlem, Upper Manhattan, Manhattan",2500,2,1.0
7406,"East Village, Downtown Manhattan, Manhattan",4600,1,1.0
7407,"Upper West Side, Upper Manhattan, Manhattan",5195,2,1.0
7408,"Chelsea, Midtown Manhattan, Manhattan",4835,0,1.0
7409,"Lower East Side, Downtown Manhattan, Manhattan",4750,1,1.0
7410,"Greenwich Village, Downtown Manhattan, Manhattan",6700,2,1.0
7411,"Hell's Kitchen, Midtown Manhattan, Manhattan",2456,0,1.0
7412,"Upper East Side, Upper Manhattan, Manhattan",2225,1,1.0
7413,"Hell's Kitchen, Midtown Manhattan, Manhattan",4487,1,1.0
7414,"East Village, Downtown Manhattan, Manhattan",4095,2,1.0
7415,"Gramercy Park, Midtown Manhattan, Manhattan",3595,1,1.0
7416,"Hell's Kitchen, Midtown Manhattan, Manhattan",5600,2,2.0
7417,"East Village, Downtown Manhattan, Manhattan",2675,1,1.0
7418,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",2850,2,1.0
7419,"Bedford-Stuyvesant, Northern Brooklyn, Brooklyn",1950,1,1.0
7420,"Turtle Bay, Midtown East, Midtown Manhattan, Manhattan",6457,4,2.0
7421,"Murray Hill, Midtown Manhattan, Manhattan",2750,0,1.0
7422,"Upper East Side, Upper Manhattan, Manhattan",6395,2,2.0
7423,"Turtle Bay, Midtown East, Midtown Manhattan, Manhattan",2750,0,1.0
7424,"Midtown East, Midtown Manhattan, Manhattan",2700,1,1.0
7425,"NoMad, Midtown Manhattan, Manhattan",8910,2,2.0
7426,"Williamsburg, Northern Brooklyn, Brooklyn",6125,3,1.0
7427,"Hell's Kitchen, Midtown Manhattan, Manhattan",2750,0,1.0
7428,"Hell's Kitchen, Midtown Manhattan, Manhattan",5335,2,2.0
7429,"Bedford-Stuyvesant, Northern Brooklyn, Brooklyn",2245,1,1.0
7430,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",2425,2,1.0
7431,"Theater District, Midtown Manhattan, Manhattan",3650,1,1.0
7432,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",4280,1,1.0
7433,"Tribeca, Downtown Manhattan, Manhattan",18500,3,4.0
7434,"Hell's Kitchen, Midtown Manhattan, Manhattan",6455,2,2.0
7435,"Hamilton Heights, West Harlem, Upper Manhattan, Manhattan",1875,1,1.0
7436,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",1950,0,1.0
7437,"Upper East Side, Upper Manhattan, Manhattan",5895,2,2.0
7438,"East Village, Downtown Manhattan, Manhattan",2490,1,1.0
7439,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",5763,1,2.0
7440,"Murray Hill, Midtown Manhattan, Manhattan",2850,1,1.0
7441,"Financial District, Downtown Manhattan, Manhattan",4600,1,1.0
7442,"Hunters Point, Long Island City, Northwestern Queens, Queens",5355,2,2.0
7443,"Williamsburg, Northern Brooklyn, Brooklyn",3847,1,1.0
7444,"West Village, Downtown Manhattan, Manhattan",2995,0,1.0
7445,"Bushwick, Northern Brooklyn, Brooklyn",2850,3,2.0
7446,"Sutton Place, Midtown East, Midtown Manhattan, Manhattan",2000,0,1.0
7447,"Long Island City, Northwestern Queens, Queens",2650,0,1.0
7448,"Greenpoint, Northern Brooklyn, Brooklyn",2440,1,1.0
7449,"East Harlem, Upper Manhattan, Manhattan",3650,2,1.5
7450,"Upper West Side, Upper Manhattan, Manhattan",3100,2,1.0
7451,"East Harlem, Upper Manhattan, Manhattan",2325,2,1.0
7452,"East Harlem, Upper Manhattan, Manhattan",2325,2,1.0
7453,"Financial District, Downtown Manhattan, Manhattan",7595,3,2.0
7454,"Central Harlem, Upper Manhattan, Manhattan",2095,1,1.0
7455,"Central Harlem, Upper Manhattan, Manhattan",2045,1,1.0
7456,"Financial District, Downtown Manhattan, Manhattan",3450,0,1.0
7457,"Bushwick, Northern Brooklyn, Brooklyn",2900,1,1.0
7458,"East Harlem, Upper Manhattan, Manhattan",2100,1,1.0
7459,"East Harlem, Upper Manhattan, Manhattan",2000,1,1.0
7460,"Financial District, Downtown Manhattan, Manhattan",6795,2,2.0
7461,"Alphabet City, East Village, Downtown Manhattan, Manhattan",3500,2,1.0
7462,"Upper East Side, Upper Manhattan, Manhattan",3112,1,1.0
7463,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",3165,0,1.0
7464,"West Village, Downtown Manhattan, Manhattan",7150,1,1.0
7465,"Theater District, Midtown Manhattan, Manhattan",4450,1,1.0
7466,"Financial District, Downtown Manhattan, Manhattan",3300,0,1.0
7467,"Chelsea, Midtown Manhattan, Manhattan",7695,2,2.0
7468,"Bushwick, Northern Brooklyn, Brooklyn",2999,3,1.0
7469,"Central Harlem, Upper Manhattan, Manhattan",2875,3,2.0
7470,"Williamsburg, Northern Brooklyn, Brooklyn",5995,2,2.0
7471,"Greenpoint, Northern Brooklyn, Brooklyn",5200,4,2.0
7472,"Hell's Kitchen, Midtown Manhattan, Manhattan",4995,2,2.0
7473,"Financial District, Downtown Manhattan, Manhattan",2796,0,1.0
7474,"Chelsea, Midtown Manhattan, Manhattan",3900,1,1.0
7475,"Greenwich Village, Downtown Manhattan, Manhattan",3800,0,1.0
7476,"Alphabet City, East Village, Downtown Manhattan, Manhattan",3195,1,1.0
7477,"NoMad, Midtown Manhattan, Manhattan",4062,0,1.0
7478,"East Village, Downtown Manhattan, Manhattan",6185,4,1.0
7479,"Murray Hill, Midtown Manhattan, Manhattan",2300,0,1.0
7480,"Financial District, Downtown Manhattan, Manhattan",7992,3,2.0
7481,"Hell's Kitchen, Midtown Manhattan, Manhattan",2895,0,1.0
7482,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",5271,1,1.0
7483,"Murray Hill, Midtown Manhattan, Manhattan",3000,0,1.0
7484,"Hunters Point, Long Island City, Northwestern Queens, Queens",4695,2,2.0
7485,"Chelsea, Midtown Manhattan, Manhattan",4579,1,1.0
7486,"Upper East Side, Upper Manhattan, Manhattan",4500,3,2.0
7487,"Hell's Kitchen, Midtown Manhattan, Manhattan",3687,1,1.0
7488,"Financial District, Downtown Manhattan, Manhattan",3290,0,1.0
7489,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",5700,1,1.0
7490,"Crown Heights, Central Brooklyn, Brooklyn",2000,0,1.0
7491,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",4750,0,1.0
7492,"Upper West Side, Upper Manhattan, Manhattan",3099,1,1.0
7493,"Upper West Side, Upper Manhattan, Manhattan",3099,1,1.0
7494,"East Village, Downtown Manhattan, Manhattan",6300,4,2.0
7495,"Flatiron District, Midtown Manhattan, Manhattan",4895,1,1.0
7496,"Rose Hill, Kips Bay, Midtown Manhattan, Manhattan",2697,0,1.0
7497,"West Village, Downtown Manhattan, Manhattan",5295,2,1.0
7498,"Hell's Kitchen, Midtown Manhattan, Manhattan",3650,1,1.0
7499,"Financial District, Downtown Manhattan, Manhattan",3566,1,1.0
7500,"Sutton Place, Midtown East, Midtown Manhattan, Manhattan",3350,0,1.0
7501,"Theater District, Midtown Manhattan, Manhattan",5374,2,2.0
7502,"Washington Heights, Upper Manhattan, Manhattan",2436,2,1.0
7503,"East Village, Downtown Manhattan, Manhattan",3095,1,1.0
7504,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",7955,2,2.0
7505,"Hell's Kitchen, Midtown Manhattan, Manhattan",2456,0,1.0
7506,"Murray Hill, Midtown Manhattan, Manhattan",2295,0,1.0
7507,"Upper East Side, Upper Manhattan, Manhattan",2695,2,1.0
7508,"Chelsea, Midtown Manhattan, Manhattan",5850,2,1.0
7509,"Flatbush, Central Brooklyn, Brooklyn",2518,3,2.0
7510,"Central Harlem, Upper Manhattan, Manhattan",1650,0,1.0
7511,"West Village, Downtown Manhattan, Manhattan",2450,0,1.0
7512,"Financial District, Downtown Manhattan, Manhattan",3200,1,1.0
7513,"Flatiron District, Midtown Manhattan, Manhattan",4950,1,1.0
7514,"Murray Hill, Midtown Manhattan, Manhattan",5000,1,1.0
7515,"Murray Hill, Midtown Manhattan, Manhattan",2200,0,1.0
7516,"Tribeca, Downtown Manhattan, Manhattan",3995,1,1.0
7517,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",6000,1,1.0
7518,"Crown Heights, Central Brooklyn, Brooklyn",6250,3,3.0
7519,"East Harlem, Upper Manhattan, Manhattan",2595,2,1.0
7520,"Murray Hill, Midtown Manhattan, Manhattan",3250,0,1.0
7521,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",11000,3,3.0
7522,"Financial District, Downtown Manhattan, Manhattan",3666,1,1.0
7523,"Hell's Kitchen, Midtown Manhattan, Manhattan",4800,1,1.0
7524,"Hell's Kitchen, Midtown Manhattan, Manhattan",4120,1,1.0
7525,"East Harlem, Upper Manhattan, Manhattan",2100,2,1.0
7526,"East Harlem, Upper Manhattan, Manhattan",2100,2,1.0
7527,"Chelsea, Midtown Manhattan, Manhattan",6715,2,2.0
7528,"Upper West Side, Upper Manhattan, Manhattan",13100,4,2.0
7529,"Greenwich Village, Downtown Manhattan, Manhattan",6395,1,1.0
7530,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",2383,0,1.0
7531,"Hamilton Heights, West Harlem, Upper Manhattan, Manhattan",2250,2,1.0
7532,"Theater District, Midtown Manhattan, Manhattan",7000,2,2.0
7533,"Murray Hill, Midtown Manhattan, Manhattan",2750,0,1.0
7534,"Inwood, Upper Manhattan, Manhattan",1675,1,1.0
7535,"Battery Park City, Downtown Manhattan, Manhattan",3635,0,1.0
7536,"Hell's Kitchen, Midtown Manhattan, Manhattan",4950,2,2.0
7537,"Murray Hill, Midtown Manhattan, Manhattan",2300,1,1.0
7538,"Turtle Bay, Midtown East, Midtown Manhattan, Manhattan",3200,1,1.0
7539,"Inwood, Upper Manhattan, Manhattan",2395,2,1.0
7540,"East Village, Downtown Manhattan, Manhattan",3550,2,1.0
7541,"Tribeca, Downtown Manhattan, Manhattan",6000,2,2.0
7542,"Hell's Kitchen, Midtown Manhattan, Manhattan",4750,1,1.0
7543,"Hell's Kitchen, Midtown Manhattan, Manhattan",4750,1,1.0
7544,"Long Island City, Northwestern Queens, Queens",3100,1,1.0
7545,"Kips Bay, Midtown Manhattan, Manhattan",3395,0,1.0
7546,"Greenwich Village, Downtown Manhattan, Manhattan",3325,1,1.0
7547,"Murray Hill, Midtown Manhattan, Manhattan",3250,1,1.0
7548,"Upper East Side, Upper Manhattan, Manhattan",3650,1,1.0
7549,"Turtle Bay, Midtown East, Midtown Manhattan, Manhattan",7475,3,3.0
7550,"East Harlem, Upper Manhattan, Manhattan",3195,2,1.0
7551,"Murray Hill, Midtown Manhattan, Manhattan",4365,1,1.0
7552,"Chelsea, Midtown Manhattan, Manhattan",5963,1,1.0
7553,"Gramercy Park, Midtown Manhattan, Manhattan",5525,1,1.0
7554,"NoMad, Midtown Manhattan, Manhattan",4193,1,1.0
7555,"NoLita, Downtown Manhattan, Manhattan",4695,1,1.0
7556,"Financial District, Downtown Manhattan, Manhattan",7992,3,2.0
7557,"Financial District, Downtown Manhattan, Manhattan",5295,0,1.0
7558,"Financial District, Downtown Manhattan, Manhattan",3790,1,1.0
7559,"Midtown East, Midtown Manhattan, Manhattan",8699,2,2.0
7560,"Midtown East, Midtown Manhattan, Manhattan",3900,1,1.0
7561,"Upper East Side, Upper Manhattan, Manhattan",2350,0,1.0
7562,"Alphabet City, East Village, Downtown Manhattan, Manhattan",5317,2,1.0
7563,"West Village, Downtown Manhattan, Manhattan",10495,2,2.0
7564,"Astoria, Northwestern Queens, Queens",1995,1,1.0
7565,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",8000,3,2.0
7566,"Hell's Kitchen, Midtown Manhattan, Manhattan",4000,1,1.0
7567,"Murray Hill, Midtown Manhattan, Manhattan",4433,1,1.0
7568,"East Village, Downtown Manhattan, Manhattan",2500,1,1.0
7569,"East Williamsburg, Williamsburg, Northern Brooklyn, Brooklyn",3250,2,1.0
7570,"Financial District, Downtown Manhattan, Manhattan",3189,0,1.0
7571,"Manhattan Valley, Upper West Side, Upper Manhattan, Manhattan",3800,3,1.0
7572,"Hell's Kitchen, Midtown Manhattan, Manhattan",7950,4,2.0
7573,"Manhattan Valley, Upper West Side, Upper Manhattan, Manhattan",2350,1,1.0
7574,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",2475,0,1.0
7575,"Upper East Side, Upper Manhattan, Manhattan",8495,2,2.0
7576,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",13100,3,2.0
7577,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",7695,2,2.0
7578,"Sutton Place, Midtown East, Midtown Manhattan, Manhattan",4225,1,1.0
7579,"Chelsea, Midtown Manhattan, Manhattan",6915,2,2.0
7580,"Sutton Place, Midtown East, Midtown Manhattan, Manhattan",5500,2,1.0
7581,"Upper East Side, Upper Manhattan, Manhattan",2900,1,1.0
7582,"Rose Hill, Kips Bay, Midtown Manhattan, Manhattan",3995,2,1.0
7583,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",4110,0,1.0
7584,"Financial District, Downtown Manhattan, Manhattan",4785,2,1.0
7585,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",8740,2,2.0
7586,"West Village, Downtown Manhattan, Manhattan",7195,2,2.0
7587,"Murray Hill, Midtown Manhattan, Manhattan",4575,1,1.5
7588,"West Village, Downtown Manhattan, Manhattan",3531,0,1.0
7589,"Hell's Kitchen, Midtown Manhattan, Manhattan",5718,4,2.0
7590,"Upper West Side, Upper Manhattan, Manhattan",3112,0,1.0
7591,"Upper West Side, Upper Manhattan, Manhattan",1950,0,1.0
7592,"Upper East Side, Upper Manhattan, Manhattan",3495,2,2.0
7593,"Greenwich Village, Downtown Manhattan, Manhattan",5695,1,1.0
7594,"Astoria, Northwestern Queens, Queens",3000,3,1.0
7595,"Hell's Kitchen, Midtown Manhattan, Manhattan",3095,2,1.0
7596,"East Village, Downtown Manhattan, Manhattan",5995,3,2.0
7597,"Williamsburg, Northern Brooklyn, Brooklyn",3745,1,1.0
7598,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",3010,1,1.0
7599,"Chelsea, Midtown Manhattan, Manhattan",6894,2,2.0
7600,"Rose Hill, Kips Bay, Midtown Manhattan, Manhattan",5850,2,2.0
7601,"Murray Hill, Midtown Manhattan, Manhattan",6795,2,2.0
7602,"Chelsea, Midtown Manhattan, Manhattan",4265,1,1.0
7603,"Upper West Side, Upper Manhattan, Manhattan",4490,1,1.0
7604,"Bushwick, Northern Brooklyn, Brooklyn",2000,1,1.0
7605,"Inwood, Upper Manhattan, Manhattan",1800,1,1.0
7606,"Hell's Kitchen, Midtown Manhattan, Manhattan",5179,2,2.0
7607,"Hell's Kitchen, Midtown Manhattan, Manhattan",4550,1,1.0
7608,"Bushwick, Northern Brooklyn, Brooklyn",2800,2,1.0
7609,"Chelsea, Midtown Manhattan, Manhattan",6534,2,2.0
7610,"Crown Heights, Central Brooklyn, Brooklyn",8400,4,4.0
7611,"Murray Hill, Midtown Manhattan, Manhattan",3350,1,1.0
